Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Инженер-энергетик,Энергетика,от 103 500 тенге,"Государственное учреждение ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оперативные переключения в распределительных сетях;,https://enbek.kz/ru/vacancy/inzhener-energetik~2921202,Первое рабочее место,Сервисное обслуживание/производство
Инженер-энергетик,Энергетика,от 103 500 тенге,"Государственное учреждение ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оперативные переключения в распределительных сетях;,https://enbek.kz/ru/vacancy/inzhener-energetik~2921203,Первое рабочее место,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2921205,Молодежная практика,Юриспруденция
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский сад ""AYALA""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2920291,Молодежная практика,
Инженер по гражданскому строительству,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр Генерального плана"" государственного учреждения ""Городской отдел архитектуры и градостроительства""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Руководство строительством объектов;,https://enbek.kz/ru/vacancy/inzhener-po-grazhdanskomu-stroitelstvu~2919912,Молодежная практика,Строительство и архитектура
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр Генерального плана"" государственного учреждения ""Городской отдел архитектуры и градостроительства""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2919913,Молодежная практика,Строительство и архитектура
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр Генерального плана"" государственного учреждения ""Городской отдел архитектуры и градостроительства""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Разработка и проверка рабочих чертежей по эскизам инженеров и конструкторов;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2919914,Молодежная практика,Строительство и архитектура
Архитектор,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр Генерального плана"" государственного учреждения ""Городской отдел архитектуры и градостроительства""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Определение элементов архитектуры системы;,https://enbek.kz/ru/vacancy/arkhitektor~2919915,Молодежная практика,Строительство и архитектура
Ассистент по работе с персоналом,HR и секретариат,от 103 500 тенге,"Филиал ""Fluor Kazakhstan Inc. (Флюор Казахстан Инк.)""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/assistent-po-rabote-s-personalom~2918266,Молодежная практика,Менеджмент
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП ""Каусар""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2919555,Молодежная практика,
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Нургалиев""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/marketolog~2908753,Молодежная практика,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,"ИП ""Нургалиев""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2908754,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"ИП ""Нургалиев""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение кассовых операций;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2908755,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырау Констракшн Сервисез Лтд""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2908764,Молодежная практика,IT
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырау Констракшн Сервисез Лтд""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/marketolog~2908765,Молодежная практика,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырау Констракшн Сервисез Лтд""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2908766,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырау Констракшн Сервисез Лтд""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2908767,Молодежная практика,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ESS Services""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/marketolog~2908768,Молодежная практика,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ESS Services""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2908769,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ESS Services""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2908770,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,ИП ЖАУМБАЕВА А.К.,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Умение определять дефекты материалов, кроя, полуфабрикатов и изделий;",https://enbek.kz/ru/vacancy/shveya~2908797,Молодежная практика,Сервисное обслуживание/производство
Сварщик,Строительство и архитектура,от 103 500 тенге,"ИП ""Батыс Сити""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Контактная сварка;,https://enbek.kz/ru/vacancy/svarshchik~2908974,Молодежная практика,Строительство и архитектура
Инженер-механик (общий профиль),Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Caspiy Lana Atyrau""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Техническое обслуживание и ремонт установок, оборудования;",https://enbek.kz/ru/vacancy/inzhener-mekhanik-(obshchii-profil)~2909781,Первое рабочее место,Сервисное обслуживание/производство
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"Общественный фонд ""Самға журегім""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2909884,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП ""Галимжановна""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2909889,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП ""АРАЛОВА Э.У.""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2910070,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Абилова""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2910502,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ABS.KZ""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2911281,Молодежная практика,Финансы
Кредитный агент,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""R-Finance""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Консультирование клиентов о продуктах, ценах, наличии или условии кредитования;",https://enbek.kz/ru/vacancy/kreditnyi-agent~2911559,Первое рабочее место,Финансы
Главный строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Коммунальное обслуживание жилых домов города""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Контроль соответствия разработанной  ПСД требованиям госнормативов;,https://enbek.kz/ru/vacancy/glavnyi-stroitel~2911620,Первое рабочее место,Строительство и архитектура
Фельдшер общей практики,Медицина и фармацевтика,от 103 500 тенге,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Атырауская городская поликлиника №7"" Управления здравоохранения Атырауской области",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Санитарный надзор, организация и проведение противоэпидемических мероприятий;",https://enbek.kz/ru/vacancy/feldsher-obshchei-praktiki~2911754,Молодежная практика,Медицина
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""QAZZOR""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Организация работы офиса;,https://enbek.kz/ru/vacancy/ofis-menedzher~2911772,Первое рабочее место,Менеджмент
Техник по учету,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Syndicat""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/tekhnik-po-uchetu~2911775,Первое рабочее место,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ ПРИДАНОВА ОЛЬГА ВЛАДИМИРОВНА,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2912224,Молодежная практика,Юриспруденция
Программист-аналитик,IT и телекоммуникации,от 103 500 тенге,"ИП ""ЮНЫЕ ТАЛАНТЫ""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Администрирование web-ресурса;,https://enbek.kz/ru/vacancy/programmist-analitik~2918665,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ ТАНАУОВА ЖАНАР САЛАУАТОВНА,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2918551,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ ТАНАУОВА ЖАНАР САЛАУАТОВНА,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2918552,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ ЕСКУЛОВ БОЛАТ КАРАБАЛАЕВИЧ,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2918261,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Ревизионная комиссия по Атырауской области""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/finansist~2918196,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Ревизионная комиссия по Атырауской области""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2918195,Молодежная практика,Юриспруденция
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,JOY school,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия по практике целевого языка;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2918116,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,КЕНЖЕСОВА ГУЛДАРЬЯ ТУРСЫНАЛИЕВНА,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2917988,Первое рабочее место,Журналистика
Преподаватель вокала (пения),Образование и воспитание,от 103 500 тенге,ИП Aiman-Sholpan,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/prepodavatel-vokala-(peniya)~2917867,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Атырау Департамента полиции Атырауской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2916989,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Каспий ПромБез""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~2916714,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Каспий ПромБез""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2916715,Молодежная практика,Юриспруденция
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Отдел земельных отношений города Атырау""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Сопровождение систем по кадастру и ГИС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2915352,Первое рабочее место,Строительство и архитектура
Геодезист,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Отдел земельных отношений города Атырау""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение геодезических работ;,https://enbek.kz/ru/vacancy/geodezist~2915353,Первое рабочее место,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Отдел земельных отношений города Атырау""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2915354,Первое рабочее место,Юриспруденция
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Отдел земельных отношений города Атырау""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,"Составлять генеральный план участка, план расстановки технологического оборудования;",https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2915355,Первое рабочее место,Строительство и архитектура
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Отдел земельных отношений города Атырау""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Знать стандарты оценки для определения соответствующего вида стоимости объекта;,https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2915356,Молодежная практика,Строительство и архитектура
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Городской центр занятости""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2916671,Первое рабочее место,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Городской центр занятости""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2916675,Молодежная практика,IT
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Атырауский областной филиал общественного объединения ""Партия ""Amanat""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yuriskonsult~2916647,Молодежная практика,Юриспруденция
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Имангалиева""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2906759,Первое рабочее место,Журналистика
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,ИП Бисенбаев,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~2906885,Первое рабочее место,Журналистика
Оператор звукозаписи,Маркетинг и СМИ,от 103 500 тенге,ИП Бисенбаев,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,"Оцифровка материала, синхронизация видео-, аудиофайлов;",https://enbek.kz/ru/vacancy/operator-zvukozapisi~2906886,Первое рабочее место,Журналистика
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП Бисенбаев,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Обработка информации и проведение вычислительных работ;,https://enbek.kz/ru/vacancy/it-dizainer~2906887,Первое рабочее место,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Бисенбаев,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter~2906888,Первое рабочее место,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Бисенбаев,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2906889,Первое рабочее место,Журналистика
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2907960,Первое рабочее место,
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~2907961,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2907962,Первое рабочее место,
Вожатый,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/vozhatyi~2907963,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Astana Olimp KZ""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2908403,Первое рабочее место,Финансы
Юрист,Юриспруденция,от 103 500 тенге,АБДРАХМАНОВ ТИМУР БЕЙБУТУЛЫ,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2908529,Молодежная практика,Юриспруденция
Учитель географии,Образование и воспитание,от 103 500 тенге,ИП Муханов Е.С.,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Подготовка химических реактивов;,https://enbek.kz/ru/vacancy/uchitel-geografii~2908551,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Муханов Е.С.,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2908552,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Муханов Е.С.,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2908553,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел экономики и бюджетного планирования""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2915438,Молодежная практика,Финансы
Воспитатель,Образование и воспитание,от 103 500 тенге,Коммунальное государственное казенное предприятие «Ясли-сад №21 «Алтын кілт» отдела образования города Атырау Управления образования Атырауской области»,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2915416,Молодежная практика,
Вокалист,Культура и спорт,от 103 500 тенге,Государственное коммунальное казенное предприятие «Алмалы» государственного учреждения «Аппарат акима Алмалинского сельского округа»,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Подготовка программ из произведений традиционной народной музыки;,https://enbek.kz/ru/vacancy/vokalist~2915412,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Государственный архив Атырауской области Управления культуры, развития языков и архивного дела Атырауской области""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2915365,Молодежная практика,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Имран,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Учет расходования утвержденных смет;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2915279,Молодежная практика,Финансы
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,ИП Имран,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2915280,Молодежная практика,Финансы
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"ИП  "" ҒИНАЯТОВ """,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,"Обеспечение технического состояния оборудования, зданий и сооружений;",https://enbek.kz/ru/vacancy/tekhnik-stroitel~2915136,Молодежная практика,Строительство и архитектура
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,"ИП  "" ҒИНАЯТОВ """,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2915139,Молодежная практика,Строительство и архитектура
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AtyrauSupply""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Координация проверки результатов тестирования приложений;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~2914855,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AtyrauSupply""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2914856,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП МИРАС,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организация образовательного процесса;,https://enbek.kz/ru/vacancy/logoped-defektolog~2914836,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП МИРАС,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2914837,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел занятости, социальных программ и регистрации актов гражданского состояния""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2913357,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел занятости, социальных программ и регистрации актов гражданского состояния""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/finansist~2913358,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел занятости, социальных программ и регистрации актов гражданского состояния""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist~2913359,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел занятости, социальных программ и регистрации актов гражданского состояния""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2913360,Молодежная практика,Юриспруденция
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2913343,Первое рабочее место,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2913344,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2913345,Первое рабочее место,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""INTELLECT A&A""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2913303,Молодежная практика,
