Описание,Цена,Площадь,Количество комнат,x,y,Адрес,Район,Категория на сайте,Владелец,Категория владельца,Дата обьявления,Срок аренды 
"1-комнатная квартира, 42 м², 2/9 этаж помесячно",250000,42,1,76.897418,43.312841,мкр Ожет 93/2 — Северное кольцо,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 60 м², 1/16 этаж помесячно",350000,60,2,76.808572,43.235535,Абишева 36/9,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 78 м², 2/6 этаж помесячно",650000,78,3,76.946047926799,43.219398156342,"мкр Горный Гигант, Манаева 92",Medeuskiy_r-n,Аренда квартир,"Казаротто Саида, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 85 м², 13/15 этаж помесячно",300000,85,2,76.86637079004,43.203540692962,Жазылбека 20 — Жандосова,Bostandykskiy_r-n,Аренда квартир,"Искаков Жандос, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 40 м², 2/5 этаж помесячно",280000,40,1,76.904704632011,43.204483302057,мкр Алмагуль 290,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 75 м², 1/4 этаж помесячно",350000,75,3,76.944845,43.24002,Байсеитовой — Абая,Almalinskiy_r-n,Аренда квартир,Колосов Евгений,Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 56 м², 6/14 этаж помесячно",370000,56,2,76.952598,43.234444,мкр Самал-1,Medeuskiy_r-n,Аренда квартир,Муканова Айнур,Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 45 м², 4/10 этаж помесячно",500000,45,2,76.895007,43.208856,Розыбакиева 310а,Bostandykskiy_r-n,Аренда квартир,"Имрамзиев Мурат, компания «РЕГИОН 02»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 78 м², 10/19 этаж помесячно",420000,78,2,76.876080587189,43.241910630181,Брусиловского 167,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 44 м², 3/4 этаж помесячно",300000,44,2,76.924606,43.251282,Досмухомедова 60 — Богенбай Батыра-Досмухомедова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 55 м², 8/25 этаж помесячно",400000,55,1,76.890745616691,43.199998640021,"мкр Орбита-1, Абиша Кекилбайулы 270",Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 75 м², 4/16 этаж помесячно",550000,75,2,76.897194385529,43.211365939247,Гагарина 233 — Ходжанова,Bostandykskiy_r-n,Аренда квартир,Алмаз Кошербай,Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 80 м², 3/12 этаж помесячно",800000,80,3,76.895222929214,43.221279778646,Басенова 10 — проспект Гагарина,Bostandykskiy_r-n,Аренда квартир,"Сакенұлы Адлет, компания «Авангард»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 58 м², 1/4 этаж помесячно",450000,58,3,76.84792,43.226088,мкр №3 64,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 72 м², 1/10 этаж помесячно",500000,72,3,76.871232283659,43.169118791372,Кенесары хана 54/25,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 66 м², 12/14 этаж помесячно",570000,66,3,76.953747288359,43.235521325351,мкр Самал-1,Medeuskiy_r-n,Аренда квартир,"Альжанова Томирис, компания «Агентство недвижимости Avenue»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 67 м², 11/12 этаж помесячно",270000,67,2,76.867676060672,43.248617074286,Толе би — Тлендиева ( Софьи Ковалевской ),Almalinskiy_r-n,Аренда квартир,ИП Геннадий,Компания,2022-12-07,Помесячно
"2-комнатная квартира, 67 м², 15/16 этаж помесячно",280000,67,2,76.811799279762,43.241219650093,мкр Аккент,Alatauskiy_r-n,Аренда квартир,ИП Геннадий,Компания,2022-12-07,Помесячно
"3-комнатная квартира, 88 м², 8/9 этаж помесячно",650000,88,3,76.898932,43.250777,Толе би 180 б,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"4-комнатная квартира, 145 м², 18/20 этаж помесячно",1200000,145,4,76.921678,43.234273,Сатпаева 30/8 — Шагабутдинова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 22 м², 1/10 этаж помесячно",250000,22,1,76.843902,43.202488,мкр Мамыр 4 — Шаляпина-Яссауи,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 150 м², 3/7 этаж помесячно",1000000,150,3,76.957408803792,43.225463455852,Хаджи Мукана 39 — проспект Достык,Medeuskiy_r-n,Аренда квартир,"Жумажанов Сагадат, компания «MONACO REAL ESTATE»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 60 м², 5/5 этаж помесячно",400000,60,3,76.903469,43.210334,Радостовцева — Карасай Батыра,Bostandykskiy_r-n,Аренда квартир,"Шакен Эльмира, компания «MONACO REAL ESTATE»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 120 м², 4/24 этаж помесячно",1600000,120,3,76.929710944895,43.22053747973,Аль-Фараби,Bostandykskiy_r-n,Аренда квартир,"Исмаилов Аскар, компания «Авангард»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 33 м², 1/10 этаж помесячно",150000,33,1,76.786434091249,43.221572460565,Жунисова 10 к1,Nauryzbayskiy_r-n,Аренда квартир,"Халык Маржан, компания «ИП Atrium Home»",Специалист,2022-12-08,Помесячно
"3-комнатная квартира, 60 м², 3/5 этаж помесячно",300000,60,3,76.936354093254,43.266263808931,Чайковского 21,Almalinskiy_r-n,Аренда квартир,Смирнова Наталья,Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 90 м², 2/4 этаж помесячно",400000,90,4,76.960354649143,43.221209990099,Байжанова 111/4 — Омаровой,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 44 м², 10/10 этаж помесячно",300000,44,1,76.946022,43.268602,Назарбаева — Маметовой,Almalinskiy_r-n,Аренда квартир,"Норузбаева Элигай, компания «Авангард»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 34 м², 2/10 этаж помесячно",300000,34,1,76.869387,43.246187,Карасай батыра — Варламова,Almalinskiy_r-n,Аренда квартир,"Норузбаева Элигай, компания «Авангард»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 54 м², 8/13 этаж помесячно",450000,54,2,76.911356,43.2081,Ходжанова 77/1,Bostandykskiy_r-n,Аренда квартир,"Ешимбетова Сауле, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 60 м², 9/9 этаж помесячно",550000,60,2,76.946696,43.246022,Шевченко 50 — Назарбаева,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 55 м², 7/9 этаж помесячно",400000,55,2,77.016055,43.290182,Райымбек Батыра 286,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 46 м², 3/5 этаж помесячно",400000,46,2,76.905418,43.237748,Мынбаева 47 — Абая-Ауезова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 115.4 м², 1/5 этаж помесячно",800000,115.4,3,76.980832743642,43.212400144585,Омаровой 37,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 82 м², 4/5 этаж помесячно",500000,82,3,76.94984,43.247139,Тулебаева 170 — Шевченко,Medeuskiy_r-n,Аренда квартир,"Бейсенбаева Диана, компания «Avenue»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 50 м², 3/8 этаж помесячно",650000,50,2,76.894585,43.207771,Розыбакиева 320 — Ескараева,Bostandykskiy_r-n,Аренда квартир,"Бейсенбаева Диана, компания «Avenue»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 88 м², 3/3 этаж помесячно",650000,88,3,76.936698,43.253804,"Наурызбай батыра 94 — Толе би, 82",Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 40 м², 1/12 этаж помесячно",170000,40,1,76.814949,43.251085,мкр Акбулак 43,Alatauskiy_r-n,Аренда квартир,MONACO REAL ESTATE,Компания,2022-12-08,Помесячно
"3-комнатная квартира, 60 м², 5/5 этаж помесячно",400000,60,3,76.892021587284,43.248316448752,Радостовцева 34 — Карасай батыра,Almalinskiy_r-n,Аренда квартир,MONACO REAL ESTATE,Компания,2022-12-08,Помесячно
"2-комнатная квартира, 40 м², 12/12 этаж помесячно",350000,40,2,76.881036758423,43.230754022994,Сатпаева — Туркебаева,Bostandykskiy_r-n,Аренда квартир,Касымханова Салтанат,Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 180 м², 3/4 этаж помесячно",1200000,180,4,76.877853445479,43.187184364199,мкр Мирас 56,Bostandykskiy_r-n,Аренда квартир,"Сакенұлы Адлет, компания «Авангард»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 60 м², 5/12 этаж помесячно",330000,60,2,76.99423,43.342217,Майлина 54,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"4-комнатная квартира, 235 м², 2/3 этаж помесячно",1450000,235,4,76.960269,43.175722,"мкр Актобе, ул. Бахадура 8/11",Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 82 м², 2/4 этаж помесячно",500000,82,3,76.948771,43.25037,Тулебаева 133 — Кабанбай батыра,Medeuskiy_r-n,Аренда квартир,ИП Лейла Сериковна,Компания,2022-12-07,Помесячно
"1-комнатная квартира, 24 м², 2/2 этаж помесячно",130000,24,1,76.963836,43.272081,Райымбека 25 — Жетысуйская,Medeuskiy_r-n,Аренда квартир,Исабаева Роза,Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 50 м², 3/4 этаж помесячно",500000,50,2,76.896211,43.224348,Гагарина 139 — Тимирязева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 45 м², 3/5 этаж помесячно",350000,45,2,76.881504046895,43.234587484314,Туркебаева 246 — Угол ул. Сатпаева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 65 м², 6/17 этаж помесячно",500000,65,2,76.899207886962,43.235913020619,Айманова 140 — Сатпаева,Bostandykskiy_r-n,Аренда квартир,"Шаршов Борис, компания «Этажи - Алматы»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 85 м², 10/13 этаж помесячно",800000,85,3,76.909024952709,43.240405217908,Манаса 109а,Bostandykskiy_r-n,Аренда квартир,"Жапарова Жанат, компания «Агентство Недвижимости  Алма-Ата»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 145 м², 6/12 этаж помесячно",1500000,145,4,76.961023116461,43.260357722236,Каирбекова 35А,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"4-комнатная квартира, 168 м², 18/19 этаж помесячно",1300000,168,4,76.942977,43.228904,Аль-Фараби 21,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 45 м², 3/4 этаж помесячно",280000,45,2,76.943911,43.268608,Панфилова 28,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 145 м², 12/14 этаж помесячно",1300000,145,3,76.955257,43.227967,Мкр. Самал-3 15к3 — проспект Аль-Фараби,Medeuskiy_r-n,Аренда квартир,"Шанов Максим, компания «Этажи - Алматы»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 60 м², 2/5 этаж помесячно",300000,60,2,77.008923761423,43.293337811974,Халиуллина 196/1,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"4-комнатная квартира, 175 м², 16/30 этаж помесячно",2200000,175,4,76.947045,43.231123,Альфараби 9,Bostandykskiy_r-n,Аренда квартир,Кудас Айгерим,Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 75 м², 2/17 этаж помесячно",550000,75,2,76.888638,43.245182,Розыбакиева — Утепова,Bostandykskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 70 м², 14/18 этаж помесячно",600000,70,2,76.943156,43.260993,Панфилова 103 — Жибек Жолы,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 90 м², 4/9 этаж помесячно",550000,90,3,76.903559,43.204295,мкр Алмагуль,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 32 м², 1/5 этаж помесячно",200000,32,1,76.879619,43.196895,мкр Орбита-4 — Мустафина-Биржана,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 32 м², 4/5 этаж помесячно",220000,32,1,76.910476,43.254296,Казыбек Би 177 — Байзакова,Almalinskiy_r-n,Аренда квартир,Бекходжаев Рауан,Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 40 м², 7/9 этаж помесячно",250000,40,3,76.877966,43.251696,Туркебаева — Толе би,Almalinskiy_r-n,Аренда квартир,"Норузбаева Элигай, компания «Авангард»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 120 м², 26/33 этаж помесячно",1500000,120,3,76.947034296816,43.231498422523,Аль-Фараби 15/1 — Панфилова,Bostandykskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 63 м², 7/10 этаж помесячно",700000,63,2,76.936727761495,43.236231961959,"мкр Керемет, Наурызбай батыра 247 — Сатпаева",Bostandykskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 67 м², 3/12 этаж помесячно",650000,67,2,76.935785792394,43.26101397057,Наурызбай батыра 50 — Жибек Жолы,Almalinskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"1-комнатная квартира, 29 м², 2/3 этаж помесячно",140000,29,1,76.965593730163,43.254522142659,Богенбай Батыра 53А — Бегалина,Medeuskiy_r-n,Аренда квартир,"Манарбекұлы Диас, компания «Этажи - Алматы»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 175 м², 20/21 этаж помесячно",1700000,175,4,76.942977279687,43.228904185386,Аль-Фараби,Bostandykskiy_r-n,Аренда квартир,"Крутых Вадим, компания «ТОО Агентство недвижимости ДОКА»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 32 м², 5/8 этаж помесячно",180000,32,1,76.895389647147,43.297664771908,Северное кольцо 29 — Бокейханова,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 110 м², 4/16 этаж помесячно",800000,110,3,76.919644654428,43.234069584699,Мусрепова 22 — Сатпаева,Bostandykskiy_r-n,Аренда квартир,"Крутых Вадим, компания «ТОО Агентство недвижимости ДОКА»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 90 м², 3/12 этаж помесячно",900000,90,2,76.889365,43.197401,Навои 323,Bostandykskiy_r-n,Аренда квартир,"Бейсенов Алмат, компания «1/99»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 65 м², 1/5 этаж помесячно",500000,65,3,76.960081014124,43.257426167798,Ришата и Муслима Абдуллиных,Medeuskiy_r-n,Аренда квартир,"Касенова Гульназ, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 50 м², 2/9 этаж помесячно",350000,50,2,76.915021,43.248465,Муканова,Almalinskiy_r-n,Аренда квартир,"Саранжиева Гульсим, компания «ANSAR»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 131 м², 1/3 этаж помесячно",1800000,131,3,76.904316832442,43.147313103969,Мерген 91/14,Bostandykskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"3-комнатная квартира, 136 м², 9/10 этаж помесячно",800000,136,3,76.921806335449,43.233597364995,Бухар Жырау 35,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 83 м², 1/9 этаж помесячно",428000,83,3,76.904978,43.247145,Айтиева — Кабанбай батыра,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"4-комнатная квартира, 142 м², 2/17 этаж помесячно",2900000,142,4,76.921705,43.235666,Сатпаева 30/5 — Угол Шагабутдинова,Bostandykskiy_r-n,Аренда квартир,"Авхаджанова Зарина, компания «1/99»",Специалист,2022-12-08,Помесячно
"3-комнатная квартира, 130 м², 1/16 этаж помесячно",350000,130,3,76.792911683095,43.223841127129,"мкр Шугыла, Жуалы",Nauryzbayskiy_r-n,Аренда квартир,Исмаилова Айгуль,Специалист,2022-12-07,Помесячно
"8-комнатная квартира, 400 м², 6/7 этаж помесячно",5000000,400,8,76.876169498573,43.181869904093,Мирас 188/2,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 65 м², 5/12 этаж помесячно",390000,65,2,76.87576923677,43.230378711962,Сатпаева 90/55,Bostandykskiy_r-n,Аренда квартир,Разиева Роза,Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 105 м², 5/5 этаж помесячно",750000,105,4,76.954763,43.24419,Пушкина 129 — проспект Абая,Medeuskiy_r-n,Аренда квартир,"Серикбай Даулет, компания «Агентство недвижимости Мечта»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 55 м², 3/5 этаж помесячно",400000,55,2,76.871731,43.226253,мкр №8 55А,Auezovskiy_r-n,Аренда квартир,Агентство Недвижимости  Алма-Ата,Компания,2022-12-07,Помесячно
"2-комнатная квартира, 130 м², 3/7 этаж помесячно",750000,130,2,76.875068554871,43.188636100812,Мкр «Мирас» 25/1-4,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 434.2 м², 13/13 этаж помесячно",2200000,434.2,4,76.893676642181,43.204379176098,Розыбакиева 247,Bostandykskiy_r-n,Аренда квартир,ETASA GROUP,Компания,2022-12-07,Помесячно
"3-комнатная квартира, 90 м² помесячно",750000,90,3,76.95814,43.232119,мкр Самал-2 2 — Трц Достык Плаза,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 170.8 м², 9/13 этаж помесячно",800000,170.8,3,76.913,43.20858,Аль-Фараби 99,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 55 м², 5/5 этаж помесячно",400000,55,2,76.958733,43.247874,Бөгенбай батыра зенкова — Зенкова,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"1-комнатная квартира, 48 м², 6/12 этаж помесячно",300000,48,1,76.871552,43.203493,Рыскулбекова 28/4,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 113 м², 6/25 этаж помесячно",950000,113,3,76.890745616691,43.199998640021,Абиша Кекилбайулы 270,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 200 м², 2/3 этаж помесячно",4000000,200,4,76.866638660431,43.193124244907,"мкр Мирас, Мкр. Дарын 55",Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 160 м², 4/5 этаж помесячно",1400000,160,4,76.911644552165,43.200150037982,Водопроводная,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 200 м², 3/7 этаж помесячно",2500000,200,4,76.876169498573,43.181869904093,Мирас 188/2,Bostandykskiy_r-n,Аренда квартир,"Мухамеджанов Мурат, компания «UNIQUE HOMES»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 100 м², 8/9 этаж помесячно",600000,100,4,76.960009,43.225386,Кажымукана 8 — Ленина Кажымукана,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 36 м², 6/6 этаж помесячно",180000,36,1,76.854645,43.266048,Ырысты 46/8,Alatauskiy_r-n,Аренда квартир,Давлетбаев Мадияр,Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 51 м², 7/13 этаж помесячно",550000,51,2,76.923689246178,43.244497527438,Шевченко 130,Almalinskiy_r-n,Аренда квартир,"Слямкулов Баян, компания «Этажи - Алматы»",Специалист,2022-12-07,Помесячно
"3-комнатная квартира, 60 м², 4/4 этаж помесячно",500000,60,3,76.925524027873,43.249655674863,Карасай батыра — Карасай батыра досмухамедова,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 40 м², 4/4 этаж помесячно",240000,40,2,76.893462,43.224643,Тимирязева 70 — Розыбакиева,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 32 м², 5/5 этаж помесячно",300000,32,1,76.936343846935,43.264105338463,Наурызбай батыра — Наурызбай батыра - Макатаева,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"3-комнатная квартира, 126 м², 8/12 этаж помесячно",1200000,126,3,76.912536621094,43.206388932533,Ходжанова 92,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 40 м², 10/12 этаж помесячно",350000,40,2,76.822477,43.258991,"мкр Акбулак, Байтерекова 50",Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 44 м², 5/5 этаж помесячно",250000,44,2,76.921417,43.325836,мкр Айнабулак-3 122,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 130 м², 8/14 этаж помесячно",800000,130,2,76.932155817037,43.240348318645,Масанчи 98Б — Абая,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 30 м², 3/9 этаж помесячно",200000,30,1,76.786434091249,43.221572460565,Жунисова 10 к1,Nauryzbayskiy_r-n,Аренда квартир,"ТОО ""LK ProfIT""",Компания,2022-12-07,Помесячно
"2-комнатная квартира, 65 м², 11/17 этаж помесячно",400000,65,2,76.902292,43.208008,Алмагуль 6/7,Bostandykskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 33 м², 3/5 этаж помесячно",260000,33,1,76.895151,43.222075,Басенова 27,Bostandykskiy_r-n,Аренда квартир,"Давыдова Анна, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 55 м², 5/9 этаж помесячно",280000,55,2,76.895389647147,43.297664771908,Северное кольцо 29,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 50 м², 1/3 этаж помесячно",560000,50,2,76.972451,43.220669,Кыз Жибек 21 — Достык,Medeuskiy_r-n,Аренда квартир,"Мухамедиева Айжан, компания «РЕГИОН 02»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 87 м², 4/18 этаж помесячно",750000,87,2,76.884845495224,43.206632334711,Навои 208 — Торайгырова,Bostandykskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 57 м², 4/12 этаж помесячно",500000,57,2,76.961241123621,43.244998170205,Кармысова,Medeuskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 62.7 м², 4/12 этаж помесячно",550000,62.7,2,76.961241123621,43.244998170205,Кармысова 84,Medeuskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"1-комнатная квартира, 31.5 м², 5/5 этаж помесячно",170000,31.5,1,76.992923,43.360447,мкр Жулдыз-2 — Ул.Дунентаева,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"2-комнатная квартира, 80 м², 16/17 этаж помесячно",330000,80,2,76.872303965606,43.213612209223,Жандосова 150А,Bostandykskiy_r-n,Аренда квартир,Берікбаева Жадыра,Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 100 м² помесячно",600000,100,4,76.903541,43.204854,мкр Алмагуль,Bostandykskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"5-комнатная квартира, 180 м², 1/1 этаж помесячно",1000000,180,5,76.914596554998,43.168941822911,Жулдыз 1941,,Аренда квартир,Ибдиминов Рашит,Специалист,2022-12-07,Помесячно
"2-комнатная квартира, 50 м², 3/5 этаж помесячно",280000,50,2,76.859721,43.241228,Утеген батыра 82,Auezovskiy_r-n,Аренда квартир,"Кудусова Саида, компания «ТОО Витрина Алматы»",Специалист,2022-12-07,Помесячно
"4-комнатная квартира, 100 м², 6/8 этаж помесячно",600000,100,4,76.852409,43.214,мкр Мамыр-3 7 — Саина- Шаляпина,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 60 м², 2/5 этаж помесячно",280000,60,3,76.914069,43.317808,мкр Айнабулак-2 73,Zhetysuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"1-комнатная квартира, 30.7 м², 2/4 этаж помесячно",260000,30.7,1,76.918821829361,43.230001009144,мкр Коктем-2 32/1 — бульвар Бухар Жырау - Мусрепова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-07,Помесячно
"1-комнатная квартира, 43 м², 5/5 этаж помесячно",200000,43,1,76.842689,43.21082,мкр Мамыр-1 10,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
