Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Кухонный рабочий,40,з/п не указана,ТОО СЕРВИСНЫЙ ЦЕНТР ERG,Вакансия опубликована 11 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80293383,,
Фармацевт-провизор (г.Астана),133,от 200 000 KZT на руки,ИП Сайлыбаева,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/79985021,,Медицина
Электрик (электромонтажник),143,от 160 000 KZT на руки,ТОО Павлодарский завод рудничной автоматики,Вакансия опубликована 23 мая 2023 в Павлодаре,"Павлодар, улица Малайсары Батыра, 74",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80855641,,Сервисное обслуживание/производство
Экспедитор,40,от 108 000 KZT до вычета налогов,ТОО Коктем,Вакансия опубликована 27 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Материальная ответственность;Приемка груза;Ответственное хранение;Ведение документации;,https://almaty.hh.kz/vacancy/80652396,,
Администратор,8,от 500 USD на руки,ООО Флора-Ф,Вакансия опубликована 18 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80625809,,
Мерчендайзер,77,от 200 000 до 250 000 KZT на руки,ИП Талан,Вакансия опубликована 3 мая 2023 в Павлодаре,Павлодар,полный день,Полная занятость,Работа в команде;Грамотная речь;Способность обучать других;Электронная почта;,https://almaty.hh.kz/vacancy/80059769,,
Администратор ресепшен,8,от 130 000 до 150 000 KZT на руки,ИП Гюрджян А.Х.,Вакансия опубликована 28 мая 2023 в Павлодаре,"Павлодар, улица Путейский городок, 2/7к1",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81171710,,
Администратор салона красоты,8,от 120 000 до 150 000 KZT на руки,ИП Лисицын А.В.,Вакансия опубликована 8 мая 2023 в Павлодаре,Павлодар,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80194117,,
Медицинская сестра/медицинский брат,64,от 220 000 до 260 000 KZT до вычета налогов,ТОО Стигма Павлодар,Вакансия опубликована 25 мая 2023 в Павлодаре,"Павлодар, Набережная улица, 11/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80997570,,Медицина
Помощник Project менеджера в диджитал - агентство,68,от 120 000 до 280 000 KZT до вычета налогов,ТОО GlobalMedia,Вакансия опубликована 29 мая 2023 в Павлодаре,"Павлодар, улица Лермонтова, 94/1",полный день,Полная занятость,Холодные продажи;Активные продажи;CRM;Поиск и привлечение клиентов;Проведение презентаций;Деловая этика;Подготовка коммерческих предложений;Креативность;Грамотность;Деловая коммуникация;Навыки презентации;Управление отношениями с клиентами;,https://almaty.hh.kz/vacancy/81204087,,Менеджмент
Экспедитор,40,от 200 000 KZT на руки,ТОО Караганда Дистрибьюшн,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Материальная ответственность;Адекватность;Хорошая обучаемость;Работа в команде;Умение работать в команде;Ответственное хранение;Ответственность и пунктуальность;Правильно расставлять приоритеты;,https://almaty.hh.kz/vacancy/81198231,,
Менеджер по государственным закупкам,66,от 400 000 до 1 000 000 KZT до вычета налогов,ТОО Производственная компания QazBioTech,Вакансия опубликована 11 мая 2023 в Павлодаре,"Павлодар, улица Катаева, 24",полный день,Полная занятость,"Ведение переговоров;Письменный перевод;Деловая переписка;Ведение переписки на иностранном языке;Устный перевод;Деловое общение;Телефонные переговоры;Составление договоров;Перевод;Английский язык;Грамотная речь;Поиск информации в интернет;Грамотность;Высшее образование;Работа в команде;Оперативный поиск информации в сети Интернет;Коммуникабельность, стрессоустойчивость;Работа в условиях многозадачности;Высокая энергичность;Работа с компьютером;Умение добиваться поставленных целей;возможность работать с разнообразной информацией и быстро ее усваивать;Умение эффективно планировать свое время;Серьезность;Стремление к профессиональному развитию;Ответственность и пунктуальность;Сосредоточенность;Опытный пользователь ПК;",https://almaty.hh.kz/vacancy/80269275,,Менеджмент
Администратор ресепшен,8,з/п не указана,ТОО Гостиничный комплекс ИРТЫШ,Вакансия опубликована 15 мая 2023 в Павлодаре,"Павлодар, улица Академика Бектурова, 79",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Работа в команде;Коммуникабельность;Многозадачность;,https://almaty.hh.kz/vacancy/80402368,,
Администратор СПА зоны,8,до 150 000 KZT на руки,ИП Нурмагамбетова Г.С.,Вакансия опубликована 3 мая 2023 в Павлодаре,"Павлодар, улица Естая, 33",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80016533,,
Торговый агент,129,от 150 000 до 800 000 KZT на руки,ИП Кабыш К.А.,Вакансия опубликована 17 мая 2023 в Павлодаре,"село Кенжеколь, улица Баян Батыра",полный день,Полная занятость,Заключение договоров;Контроль сроков годности;MS Paint;Ведение переговоров;Активные продажи;Развитие продаж;,https://almaty.hh.kz/vacancy/80577930,,
Лаборант - технолог,168,от 210 000 до 230 000 KZT до вычета налогов,ТОО Best Milk,Вакансия опубликована 12 мая 2023 в Павлодаре,Павлодар,полный день,Полная занятость,Поиск информации в интернет;Internet;Умение работать в коллективе;Навыки работы с первичной документацией;Анализ текущей ситуации;Работа в условиях многозадачности;Упорство;Энтузиазм;Добропорядочность;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80358071,,Наука
Преподаватель английского языка,132,з/п не указана,ИП Языковой центр WELCOME,Вакансия опубликована 21 мая 2023 в Павлодаре,"Павлодар, улица Академика Сатпаева, 136",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/78436038,,
Помощник частного судебного исполнителя,146,от 100 000 до 120 000 KZT до вычета налогов,ЧСИ Букуров А.Ю.,Вакансия опубликована 1 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Пользователь ПК;Делопроизводство;Знание MS Office;оформление документации;Грамотная письменная речь;,https://almaty.hh.kz/vacancy/79952169,,
Электрик,143,от 250 000 до 300 000 KZT на руки,ТОО СК ТРИУМФ - 9,Вакансия опубликована 22 мая 2023 в Павлодаре,Павлодар,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80849381,,Сервисное обслуживание/производство
Мастер лазерной эпиляции,40,от 100 000 до 120 000 KZT на руки,ИП PILLARS KZ,Вакансия опубликована 3 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80028097,,
Санитарка постовая / Санитар постовой,40,от 135 000 до 182 000 KZT до вычета налогов,"КГП на ПХВ Хоспис Павлодарской области управления здравоохранения Павлодарской области, акимата Павлодарской области",Вакансия опубликована 16 мая 2023 в Павлодаре,"Павлодар, улица Ломова, 49",сменный график,Полная занятость,Навыки межличностного общения;Деловое общение;,https://almaty.hh.kz/vacancy/80495613,,
Старший контролер,40,от 184 000 до 230 000 KZT до вычета налогов,ТОО МолКом-Павлодар,Вакансия опубликована 5 мая 2023 в Павлодаре,"Павлодар, улица Космонавтов, 1/2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80150937,,
Инженер-эколог,45,з/п не указана,ТОО Экологический центр-PV,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80716925,,Сервисное обслуживание/производство
Младший интернет-маркетолог,68,от 100 000 до 150 000 KZT до вычета налогов,ТОО TECHNICAL CAPABILITIES CIS,Вакансия опубликована 29 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Google Analytics;Яндекс.Метрика;E-Mail Marketing;Google AdWords;Контекстная реклама;Яндекс.Директ;Копирайтинг;Internet Marketing;Маркетинговый анализ;Интернет маркетинг;Интернет-реклама;HTML;Графические редакторы;SEO;Анализ конкурентной среды;SEO оптимизация;Adobe Photoshop;План продвижения;Конкурентная аналитика;Поисковые системы;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/81223664,,Менеджмент
Менеджер по продажам,40,от 200 000 KZT до вычета налогов,ТОО СК Рахат,Вакансия опубликована 23 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Ведение переговоров;Заключение договоров;Навыки продаж;Деловая переписка;Ведение активных клиентов;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80866444,,
Медицинская сестра/медицинский брат,64,от 140 000 до 150 000 KZT на руки,ТОО Частная клиника Искакова,Вакансия опубликована 24 мая 2023 в Павлодаре,"Павлодар, улица Гагарина, 16",полный день,Полная занятость,Пользователь ПК;,https://almaty.hh.kz/vacancy/79715232,,Медицина
Печатник флексографской печати,40,от 130 000 до 310 000 KZT на руки,ТОО фирма Диалон,Вакансия опубликована 15 мая 2023 в Павлодаре,"Павлодар, улица Центральная промзона, 1739",полный день,Полная занятость,Творческое мышление;Ведение документации;Монтаж оборудования;Обучение;Доброжелательность;,https://almaty.hh.kz/vacancy/80410753,,
Лифтер,40,от 80 000 KZT до вычета налогов,ТОО Жилищный лифт и Компания,Вакансия опубликована 4 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Ответственность;,https://almaty.hh.kz/vacancy/80095371,,
Монтажник,78,от 150 000 до 150 000 KZT на руки,ТОО Envol,Вакансия опубликована 16 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,Работа в команде;,https://almaty.hh.kz/vacancy/80492022,,
Санитарка / Санитар,40,з/п не указана,ИП Бектемиров,Вакансия опубликована 3 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80019762,,
Операционист-кассир в г. Павлодар,137,от 120 000 до 150 000 KZT на руки,ТОО Микрофинансовая организация Finbox,Вакансия опубликована 18 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80633553,,Финансы
Повар в мясной цех,94,от 160 000 KZT на руки,ТОО BURЖУЙ,Вакансия опубликована 19 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80684972,,
Аппаратчик обработки зерна,40,от 190 000 до 191 500 KZT до вычета налогов,ТОО Павлодарская нива,Вакансия опубликована 10 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,"Умение работать в команде;Желание учиться новому;Коммуникабельность, стрессоустойчивость;",https://almaty.hh.kz/vacancy/80205366,,
Слесарь-сантехник,115,от 170 000 до 250 000 KZT на руки,ИП ТАЗА,Вакансия опубликована 25 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81038041,,Сервисное обслуживание/производство
Техник метеоролог метеорологической станции Красноармейка,40,от 120 000 до 120 000 KZT до вычета налогов,ФИЛИАЛ РГП КАЗДГИДРОМЕТ ПО ПАВЛОДАРСКОЙ ОБЛАСТИ,Вакансия опубликована 17 мая 2023 в Павлодаре,Алматы,сменный график,Полная занятость,Мотивированность на результат обучения;Работа с большим объемом информации;Работа с компьютером;Высокая ответственность;Сбор и анализ информации;Казахский — A1 — Начальный;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80560358,,
Механик-наладчик,173,от 150 000 до 230 000 KZT на руки,ТОО Дом Печати,Вакансия опубликована 11 мая 2023 в Павлодаре,"Павлодар, улица Астана, 143",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80273511,,Сервисное обслуживание/производство
Слесарь-сборщик (монтажник) на производство,115,от 160 000 KZT на руки,ТОО Павлодарский завод рудничной автоматики,Вакансия опубликована 23 мая 2023 в Павлодаре,"Павлодар, улица Малайсары Батыра, 74",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80855620,,Сервисное обслуживание/производство
Менеджер-администратор,8,от 150 000 до 200 000 KZT до вычета налогов,ИП Easy Music,Вакансия опубликована 3 мая 2023 в Павлодаре,"Павлодар, улица Торайгырова",полный день,Полная занятость,Стрессоустойчивость;Дружелюбие;Знание пк;Работа в команде;Грамотная речь;Instagram;,https://almaty.hh.kz/vacancy/80023326,,
Помощник главного бухгалтера,18,от 100 000 до 100 000 KZT на руки,ТОО KMG PVL,Вакансия опубликована 4 мая 2023 в Павлодаре,"Павлодар, улица Машхура Жусупа, 189",полный день,Полная занятость,Первичная бухгалтерская документация;Работа с ТМЦ;Основные средства;Акты сверок;,https://almaty.hh.kz/vacancy/80104969,,Финансы
Графический дизайнер,34,до 150 000 KZT на руки,ИП Безлепкина Яна Геннадьевна,Вакансия опубликована 18 мая 2023 в Павлодаре,"Павлодар, улица Камзина, 49",полный день,Частичная занятость,Adobe Illustrator;CorelDRAW;Графический дизайн;Adobe Photoshop;Дизайн;Дизайн полиграфии;Полиграфический дизайн;Удаленная работа;,https://almaty.hh.kz/vacancy/80635838,,Массмедиа
Учитель английского,132,з/п не указана,ИП WiseFil образовательный центр,Вакансия опубликована 13 мая 2023 в Павлодаре,Алматы,гибкий график,Полная занятость,Поиск информации в интернет;Работа с оргтехникой;Internet;Коммуникабильность;Умение добиваться поставленных целей;Знание психологии;,https://almaty.hh.kz/vacancy/80385244,,
Ученик дизайнера-оформителя,34,з/п не указана,ТОО фирма Цитадель,Вакансия опубликована 2 мая 2023 в Павлодаре,"Павлодар, улица Академика Чокина, 143",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/79962292,,Массмедиа
Вахтер,40,от 70 000 KZT до вычета налогов,Общ. орг. Учреждение Павлодарский Областной Спортивно-стрелковый Клуб РОО Отан,Вакансия опубликована 2 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80012478,,
Монтажник натяжных потолков,78,от 250 000 до 300 000 KZT на руки,ИП Live (Слепцов А.В.),Вакансия опубликована 11 мая 2023 в Павлодаре,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80304553,,
