Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Координатор отдела продаж,40,от 150 000 до 200 000 KZT до вычета налогов,ТОО Astana Orleu Conference Inc,Вакансия опубликована 5 мая 2023 в Астане,"Астана, улица Алихана Бокейханова",полный день,Полная занятость,Деловая коммуникация;Холодные продажи;Стрессоустойчивость;Активные продажи;Работа с существующей базой клиентов;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80150738,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80718527,,
Специалист по подбору персонала,118,от 100 000 до 115 000 KZT на руки,АО Сәтті Жұлдыз,Вакансия опубликована 15 мая 2023 в Астане,"Нур-Султан (Астана), переулок Иманова, 14",полный день,Полная занятость,Грамотная речь;Английский язык;Работа в команде;Грамотность;Собеседование;,https://almaty.hh.kz/vacancy/80420583,,Менеджмент
Key Account Мерчендайзер (г. Астана),129,з/п не указана,ТОО JTI Kazakhstan,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79963893,,
Продавец,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80727389,,
Оператор выкладки товаров (Шоссе АЛАШ 23/1),77,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",сменный график,Полная занятость,Выкладка товаров;Казахский — A2 — Элементарный;Русский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79263006,,
Врач-кардиолог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 23 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",гибкий график,Частичная занятость,"Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80872741,,Медицина
Врач-гастроэнтеролог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 23 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",сменный график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80873880,,Медицина
Пекарь,94,от 160 000 до 185 000 KZT на руки,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/76973092,,
Врач-эндокринолог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 22 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80806596,,Медицина
Супервайзер отдела продаж,106,от 600 000 до 2 000 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 24 мая 2023 в Астане,"Астана, улица Кадыргали Жалаири, 2",полный день,Полная занятость,Активные продажи;Поиск и привлечение клиентов;Деловая переписка;Деловое общение;Заключение договоров;,https://almaty.hh.kz/vacancy/80922075,,
Оператор по выдачи заказов (Шоссе Алаш 23/1),40,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",полный день,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;Ответственное хранение;оформление заказов;,https://almaty.hh.kz/vacancy/79192581,,
Грузчик,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80727126,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80726943,,
Специалист лазерной эпиляции / Косметолог,40,от 80 000 руб. до вычета налогов,Lalaser Land,Вакансия опубликована 22 мая 2023 в Астане,Алматы,сменный график,Частичная занятость,Активные продажи;Аппаратная косметология;Навыки продаж;Консультирование клиентов;Массаж лица;Эстетическая косметология;,https://almaty.hh.kz/vacancy/80794144,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 16 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Кассовые операции;Кассовые документы;Инкассация;Мерчандайзинг;,https://almaty.hh.kz/vacancy/80473887,,
"Музыкант/Преподаватель по вокалу, фортепиано и гитаре в музыкальную школу (г. Астана)",40,от 120 000 до 200 000 KZT на руки,"ИП Исмагулов, Музыкальная школа рока и джаза T-maj",Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Александра Кравцова, 6/1",полный день,Частичная занятость,Вокал;Музыкант;Гитара;Фортепиано;Барабаны;,https://almaty.hh.kz/vacancy/80090670,,
Ресепшионист / Администратор,8,от 150 000 KZT на руки,ИП Априори-НТ,Вакансия опубликована 27 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Грамотная речь;Деловое общение;Пользователь ПК;Деловая этика;Навыки межличностного общения;,https://almaty.hh.kz/vacancy/80038943,,
"Администратор в Филиал ""Федерации Тенниса по городу Астана""",8,от 180 000 до 180 000 KZT на руки,Филиал Федерация Тенниса,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), проспект Туран, 6/1А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80267835,,
Менеджер по туризму,72,от 100 000 до 400 000 KZT до вычета налогов,ТОО Алмаз Тур,Вакансия опубликована 2 мая 2023 в Астане,"Астана, улица Достык, 4",полный день,Полная занятость,Коммуникабильность;Стрессоустойчивость;Ответственность;,https://almaty.hh.kz/vacancy/79966049,,
Сервис-кондитер,94,от 135 000 KZT на руки,ИП Жақия,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79972214,,
Монтажник автоматических ворот,78,от 250 000 до 500 000 KZT на руки,ТОО Etalon Group,Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), улица Беимбета Майлина, 2/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80018817,,
Торговый представитель,129,з/п не указана,Abi,Вакансия опубликована 10 мая 2023 в Астане,Алматы,полный день,Полная занятость,работа с текущей базой клиентов;Мерчендайзинг;Поиск и привлечение клиентов;Работа с дебиторской задолженностью;HoReCa;FMCG Продажи;,https://almaty.hh.kz/vacancy/80230511,,
Кассир-контролер,40,з/п не указана,ТОО Микрофинансовая организация KMF(КМФ),Вакансия опубликована 15 мая 2023 в Астане,"Астана, проспект Абая, 75",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80398719,,
Оператор по приемке товара,84,от 120 000 до 140 000 KZT на руки,ТОО Бостан,Вакансия опубликована 16 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80485137,,IT
Ведущий аналитик 1С ERP (регламетированный учет),10,з/п не указана,ТОО ПРОФ-ИТ ТЕХНОЛОГИИ,Вакансия опубликована 11 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80322195,,IT
Ассистент стоматолога (на левый берег),15,от 200 000 до 201 000 KZT на руки,ТОО Бай Дент,Вакансия опубликована 28 мая 2023 в Астане,Нур-Султан (Астана),полный день,Полная занятость,Ориентация на результат;Клиентоориентированность;Работа в команде;Деловое общение;Умение работать в команде;Работа с людьми;Русский — A1 — Начальный;Казахский — B1 — Средний;,https://almaty.hh.kz/vacancy/80184161,,Медицина
Медсестра/Медбрат в аппаратную косметологическую клинику,64,от 150 000 до 300 000 KZT до вычета налогов,ИП ХАЖИЕВА А. К,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80626105,,Медицина
Оператор на производственную линию,85,от 250 000 KZT до вычета налогов,ТОО Qaz-Food Group,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Умение работать в коллективе;Автоматизированное рабочее место (АРМ);Исполнительность;Внимательность;Умение работать в команде;,https://almaty.hh.kz/vacancy/80414447,,Сервисное обслуживание/производство
Администратор по продажам,18,з/п не указана,ТОО ХайдельбергЦемент Сервисез,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,SAP;MS Outlook;Первичные документы;Internet;Умение работать в коллективе;1С: Предприятие 8;,https://almaty.hh.kz/vacancy/79959343,,Финансы
Кастелянша/кастелян,40,от 110 000 до 110 000 KZT на руки,ТОО Fortunata,Вакансия опубликована 16 мая 2023 в Астане,"Нур-Султан (Астана), улица Сарайшык, 1",сменный график,Полная занятость,Материальная ответственность;,https://almaty.hh.kz/vacancy/80501144,,
Мерчендайзер,77,от 180 000 KZT на руки,"АО CASPIAN beverage holding, АО",Вакансия опубликована 27 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80645326,,
Администратор в маникюрном салоне,8,от 140 000 до 160 000 KZT на руки,ИП AikaTalip,Вакансия опубликована 2 мая 2023 в Астане,"Нур-Султан (Астана), улица Бухар Жырау, 40",полный день,Полная занятость,"Телефонные переговоры;навыки обслуживания людей, умение проявлять тактичность и толерантность;Умение работать в команде;Консультирование клиентов;Грамотная речь;Консультирование клиентов по телефону;Грамотность;",https://almaty.hh.kz/vacancy/80009530,,
Администратор,40,от 150 000 KZT на руки,ТОО VIP Loveliness,Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), улица Амангельды Иманова, 12",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Деловая переписка;проведение опросов общественного мнения;,https://almaty.hh.kz/vacancy/80272667,,
Teaching Assistant (Primary school),132,з/п не указана,Учреждение Международная школа Spectrum,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,"Organization Skills;Time management;Interpersonal skills;Teamplayer;Learning & Development;Responsibility;Training & Development;Creativity;English;Ответственность и пунктуальность;Умение эффективно планировать свое время;Коммуникабельность, ответственность;Высокий уровень дисциплины;Организованный;Английский — C2 — В совершенстве;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;",https://almaty.hh.kz/vacancy/80598604,,
Пекарь,94,от 180 000 до 230 000 KZT на руки,ИП M-Group,Вакансия опубликована 16 мая 2023 в Астане,"Астана, улица Максута Нарикбаева, 22",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80484538,,
"Специалист по установке, замене бытовых фильтров",40,от 300 000 до 450 000 KZT на руки,"ТОО AQUAPHOR Чистая Вода, ТОО",Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;,https://almaty.hh.kz/vacancy/80029400,,
Водитель-электромонтер,144,з/п не указана,ТОО Energetika Alemi,Вакансия опубликована 28 мая 2023 в Астане,"Астана, улица Генерала Сабыра Ракымова, 36",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80381112,,Сервисное обслуживание/производство
Художник-дизайнер,34,от 250 000 до 350 000 KZT на руки,ТОО Design Pro,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,любознательность;Стрессоустойчивость;усидчивость;эстетический вкус;умение работать в команде;,https://almaty.hh.kz/vacancy/80421578,,Массмедиа
Менеджер по закупкам,66,от 70 000 KZT на руки,ТОО Amazon plus pharm,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80276549,,Менеджмент
Регистратор документов,40,от 190 000 до 230 000 KZT до вычета налогов,ТОО ГазПромЭксперт,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80432596,,
Стажер Python,96,з/п не указана,ТОО 10Tech,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Малика Габдуллина, 5",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/81244391,,IT
Оператор камеры хранения багажа в аэропорту г. Астана,40,от 250 000 KZT до вычета налогов,ИП Сулейменова,Вакансия опубликована 24 мая 2023 в Астане,"Астана, проспект Кабанбай Батыра, 119",сменный график,Частичная занятость,"Навыки продаж;Ориентация на клиента;умение проявлять внимание, заинтересованность, дружелюбие;Работа с кассовым аппаратом;Грамотная речь;Материальная ответственность;Ответственность и пунктуальность;Коммуникабельность, ответственность;работа с физическими лицами;",https://almaty.hh.kz/vacancy/80957705,,
Мобилограф / сторисмейкер,40,от 125 000 до 150 000 KZT на руки,ТОО АстанаОптТорг,Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Работа в команде;Деловое общение;Грамотность;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80926822,,
Strong Junior QA Engineer,124,от 900 USD до вычета налогов,Hurma System,Вакансия опубликована 26 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81084519,,IT
Администратор на ресепшен,8,от 350 000 до 450 000 KZT до вычета налогов,ИП Ракишев,Вакансия опубликована 29 мая 2023 в Астане,Алматы,гибкий график,Полная занятость,Грамотная речь;Пользователь ПК;Деловая переписка;Работа в команде;Деловое общение;оформление документации;Поиск информации в интернет;Телефонные переговоры;Грамотность;Работа с людьми;Деловая этика;Деловая корреспонденция;Деловая коммуникация;Умение вести переговоры;Ведение деловой переписки;способность быстро обучаться и легко воспринимать крупные объемы информации;,https://almaty.hh.kz/vacancy/81244165,,
Помощник кондитера,40,от 7 000 до 10 000 KZT на руки,ИП Bon macarons,Вакансия опубликована 26 мая 2023 в Астане,"Астана, улица Куйши Дина, 12",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81099208,,
Фотограф,139,от 100 000 до 400 000 KZT до вычета налогов,ИП Алькон,Вакансия опубликована 18 мая 2023 в Астане,Алматы,гибкий график,Частичная занятость,Adobe Photoshop;Adobe Lightroom;Пользователь ПК;Фотография;Internet;Коммуникативные навыки;,https://almaty.hh.kz/vacancy/80658907,,Массмедиа
Помощник дизайнера интерьера,34,от 75 000 до 150 000 KZT на руки,ИП Yes Art Design,Вакансия опубликована 22 мая 2023 в Астане,Алматы,полный день,Полная занятость,Тайм-менеджмент;Комплектация;Многозадачность;Ориентация на результат;Работа в команде;Работа с людьми;Грамотная устная и письменная речь;Умение общаться с людьми;Умение слушать;,https://almaty.hh.kz/vacancy/80801428,,Массмедиа
Администратор,8,от 210 000 KZT до вычета налогов,ИП DANCING QUEEN,Вакансия опубликована 27 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Активные продажи;Навыки коммуникации;Энергетика;Ответственность;Ориентация на результат;,https://almaty.hh.kz/vacancy/81145720,,
Кассир-оператор компьютерного клуба,8,от 120 000 до 150 000 KZT на руки,ИП Qazaq,Вакансия опубликована 28 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81182364,,
Ассистент стоматолога,15,от 300 000 до 300 000 KZT на руки,ТОО Стоматология Neo Dent,Вакансия опубликована 2 мая 2023 в Астане,"Астана, проспект Мангилик Ел, 19",полный день,Полная занятость,Медицинская документация;Точность и внимательность к деталям;Умение работать в команде;,https://almaty.hh.kz/vacancy/79960134,,Медицина
Помощник главного бухгалтера,18,от 200 000 до 350 000 KZT до вычета налогов,ИП Aqua Premium Astana,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,Учет товаров;Ведение отчетности;Прямые продажи;Прием посетителей;Ведение клиентской базы;Планирование рабочего дня руководителя;Учет остатков;Навыки работы с первичной документацией;,https://almaty.hh.kz/vacancy/80659218,,Финансы
SMM-специалист,3,от 80 000 до 200 000 KZT до вычета налогов,ТОО Astana Creative,Вакансия опубликована 23 мая 2023 в Астане,"Нур-Султан (Астана), улица Петрова, 18",полный день,Полная занятость,SMM;СММ;Canva;Грамотная речь;Наполнение контентом;Тайм-менеджмент;Копирайтинг;Написание текстов;Грамотность;Продвижение в социальных группах;instagram;,https://almaty.hh.kz/vacancy/80868517,,Менеджмент
Администратор салона красоты,8,от 160 000 до 220 000 KZT на руки,ИП ЕРИМБЕТОВА Т.С.,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа с ПК;Грамотная письменная речь;Работа с компьютером;,https://almaty.hh.kz/vacancy/80375720,,
Администратор в детский центр,8,от 200 000 KZT на руки,ИП Сериков,Вакансия опубликована 25 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81028235,,
Флорист по работе с сухоцветами,40,от 50 000 до 60 000 KZT на руки,ТОО НУР 777 КАС,Вакансия опубликована 26 мая 2023 в Астане,"Астана, микрорайон Юго-Восток (правая сторона), улица Жанкент, 123",гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81086585,,
Оператор пульта центрального наблюдения,85,от 14 000 до 14 000 KZT на руки,ТОО Охранное агентство Stels,Вакансия опубликована 26 мая 2023 в Астане,"Астана, проспект Абылай Хана, 41/3",сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Умение работать в команде;,https://almaty.hh.kz/vacancy/81096458,,Сервисное обслуживание/производство
Учитель Английского языка,132,от 200 000 до 250 000 KZT до вычета налогов,ИП Lingualand Учебный Центр,Вакансия опубликована 29 мая 2023 в Астане,Нур-Султан (Астана),полный день,Полная занятость,"Обучение;Английский язык;Работа в команде;Internet;Умение работать с детьми;Опыт работы с людьми;Терпеливость;Быстро обучаемый. Умение на с детьми, в команде. Иметь компьютерные навыки.;Английский — B1 — Средний;",https://almaty.hh.kz/vacancy/81219276,,
Аниматор,13,от 40 000 до 60 000 KZT на руки,ИП Студия детских праздников Marmelad,Вакансия опубликована 18 мая 2023 в Астане,"Астана, улица Куйши Дина",гибкий график,Полная занятость,Работа в команде;Пользователь ПК;Организаторские навыки;Грамотная речь;Английский язык;,https://almaty.hh.kz/vacancy/80677503,,
SMM-менеджер,3,до 200 000 KZT до вычета налогов,Общественное объединение Atamnyn amanaty,Вакансия опубликована 22 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Поиск информации в интернет;Работа в условиях многозадачности;Рассылка сообщений;Работа с социальными сетями;,https://almaty.hh.kz/vacancy/80819076,,Менеджмент
Контролер на теплоходы,40,до 120 000 KZT на руки,ТОО Family Entertainment,Вакансия опубликована 28 мая 2023 в Астане,"Астана, Сарыаркинский район",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81172857,,
Менеджер по Туризму в турагентство Fun&Sun,72,от 150 000 до 400 000 KZT до вычета налогов,ТОО DULATI TOUR,Вакансия опубликована 19 мая 2023 в Астане,"Астана, улица Достык, 3",полный день,Полная занятость,Грамотная речь;Грамотность;Прием и распределение телефонных звонков;Пользователь ПК;Работа в команде;,https://almaty.hh.kz/vacancy/80716020,,
Помощник главного бухгалтера,18,от 200 000 KZT до вычета налогов,ТОО QAZTHERM LTD,Вакансия опубликована 24 мая 2023 в Астане,"Астана, проспект Мангилик Ел, 50",полный день,Полная занятость,Первичная бухгалтерская документация;1С: Предприятие 8;1C: Бухгалтерия;1С: Производство;1С: Документооборот;,https://almaty.hh.kz/vacancy/80944485,,Финансы
Танцовщица / танцовщик,40,от 150 000 до 300 000 KZT до вычета налогов,ИП Saryarqa production,Вакансия опубликована 14 мая 2023 в Астане,"Нур-Султан (Астана), жилой комплекс Казахстан",полный день,Полная занятость,танцоры;Танцы;требуется танцовщицы;танцовщицы;,https://almaty.hh.kz/vacancy/80391473,,
Бухгалтер-оператор,18,от 190 000 до 220 000 KZT на руки,ТОО АIE logistics,Вакансия опубликована 10 мая 2023 в Астане,г. Астана ул.Досмухамедулы 46,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80204408,,Финансы
Администратор ресепшен в стоматологическую клинику,8,от 180 000 до 250 000 KZT на руки,ТОО Голд Дентал,Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Работа в команде;Клиентоориентированность;Консультирование;Сопровождение клиентов;,https://almaty.hh.kz/vacancy/80930931,,
Преподаватель английского языка,132,от 120 000 KZT до вычета налогов,ИП Айсеркенова,Вакансия опубликована 24 мая 2023 в Астане,"Нур-Султан (Астана), улица Куйши Дина, 25/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80939641,,
Консуль⁢тант-программист,121,от 250 000 до 300 000 KZT до вычета налогов,ТОО BI SYSTEMS,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,Стрессоустойчивость;Обучаемость;Коммуникабельность;,https://almaty.hh.kz/vacancy/80607647,,
СММ-специалист,3,от 50 000 KZT на руки,ИП Рустем,Вакансия опубликована 2 мая 2023 в Астане,"Астана, улица Ильяса Омарова, 21/1",гибкий график,Полная занятость,"Пунктуальность, ответственность, желание работать и развиваться;",https://almaty.hh.kz/vacancy/79976347,,Менеджмент
Таргет-менеджер/Арбитражник,40,от 500 USD на руки,ИП Утин,Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80720320,,
Администратор ногтевой студии,8,от 80 000 до 120 000 KZT на руки,ИП Балагумар,Вакансия опубликована 16 мая 2023 в Астане,"Астана, проспект Сарыарка, 3/1",сменный график,Полная занятость,Работа в команде;Креативность;Деловое общение;Работа с людьми;Творческое мышление;Опыт общения с клиентами;Организация и планирование рабочего времени;,https://almaty.hh.kz/vacancy/80469182,,
Помощник администратора,40,от 100 000 до 300 000 KZT на руки,ТОО Единый центр 75,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), проспект Женис, 75",полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81120008,,
Торговый представитель,129,от 280 000 до 400 000 KZT на руки,ТОО JT Astana,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,Ведение переговоров;Навыки переговоров;Ведение отчетности;Деловое общение;Отчетность;Составление отчетности;Работа с жалобами клиентов;Умение планировать;Знание техники продаж;навыки планирования продаж;Умение общаться с людьми;Работа в команде;Активные продажи;Поиск информации в интернет;Умение работать в команде;Ведение клиентской базы;оформление заказов;Работа с клиентами;Опыт продаж;Точность и внимательность к деталям;Работа с существующей базой клиентов;Работа с дебиторской задолженностью;Традиционная розница;Современная розница;работа с текущей базой клиентов;Мерчендайзинг;,https://almaty.hh.kz/vacancy/80626379,,
"Начинающий специалист-стажёр - дизайнер в рекламную компанию, полиграфию, багетную мастерскую ""Лик""",40,от 220 000 до 300 000 KZT на руки,ИП Джулай О.А. ТМ Компания Лик,Вакансия опубликована 16 мая 2023 в Астане,"Нур-Султан (Астана), проспект Тауелсыздык",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80474114,,
Помощник главного бухгалтера,18,от 200 000 до 200 000 KZT на руки,ТОО Азамат-Золото,Вакансия опубликована 26 мая 2023 в Астане,"Астана, проспект Женис, 65",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81101096,,Финансы
Администратор в Барбершоп,8,от 160 000 до 300 000 KZT на руки,ИП Salta Rauan,Вакансия опубликована 10 мая 2023 в Астане,"Астана, улица Нажимеденова, 20",полный день,Полная занятость,Работа с большим объемом информации;Клиентоориентированность;Многозадачность;Умение планировать;Уверенный пользователь ПК;Ориентация на результат;Управление персоналом;Ведение отчетности;Yclients;Внимательность к мелочам;Продажа услуг;принимать решения и за их результаты отвечать самостоятельно;Продажи;amoCRM;Казахский — A1 — Начальный;Русский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80253498,,
Медицинская сестра/Медицинский брат,64,от 200 000 до 250 000 KZT до вычета налогов,ТОО Сенім.ӘЕ,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80336376,,Медицина
Ресепшионист/Администратор,8,от 150 000 до 200 000 KZT на руки,ТОО Hostel Operation,Вакансия опубликована 24 мая 2023 в Астане,"Астана, улица Кенесары, 8",сменный график,Полная занятость,Работа в команде;Грамотная речь;Телефонные переговоры;Поиск информации в интернет;,https://almaty.hh.kz/vacancy/80936384,,
Преподаватель английского языка,132,от 80 000 до 200 000 KZT на руки,ТОО H3 Unlimited English School,Вакансия опубликована 25 мая 2023 в Астане,"Astana, Uly Dala dańǵyly, 11/2",гибкий график,Частичная занятость,Английский язык;Английский язык (Upper-Intermediate);Продуктивность;Креатив;Работа в условиях многозадачности;Сосредоточенность;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80994866,,
Медсестра/Медбрат ЦСО (Рентгенолог),64,от 280 000 до 350 000 KZT до вычета налогов,ТОО Стоматологическая клиника Диастом,Вакансия опубликована 18 мая 2023 в Астане,"Астана, улица Ханов Керея и Жанибека, 5",полный день,Полная занятость,Ответственность и исполнительность;Работа с оргтехникой;Опыт работы с людьми;Готовность к обучению;Работа в команде;Умение работать в команде;Опрятный внешний вид;,https://almaty.hh.kz/vacancy/80626813,,Медицина
Менеджер ресторана,74,от 300 000 KZT до вычета налогов,ТОО THE POCHA,Вакансия опубликована 12 мая 2023 в Астане,"Астана, проспект Улы Дала, 41",полный день,Полная занятость,Грамотная речь;Работа в команде;Ответственность и пунктуальность;Работа с компьютером;Знание языков;Умение работать в условиях многозадачности;Грамотность;Умение договариваться;Корейский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80338241,,
Оператор ПК,84,от 130 000 до 150 000 KZT на руки,ТОО ШАКИРДЕНТ,Вакансия опубликована 24 мая 2023 в Астане,"Астана, 51 проспект Туран",сменный график,Полная занятость,Знание ПК;Общительность;,https://almaty.hh.kz/vacancy/80957118,,IT
Администратор,8,до 250 000 KZT на руки,ИП Шахаров Н.У,Вакансия опубликована 20 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80766877,,
Администратор на ресепшн,8,от 200 000 KZT на руки,ТОО SMART CONSTRUCTION 2020,Вакансия опубликована 2 мая 2023 в Астане,"Нур-Султан (Астана), улица Анет баба, 9/3",сменный график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79976800,,
Cистемный администратор (Молодежная практика),113,от 108 000 KZT на руки,ТОО VMR Group,Вакансия опубликована 24 мая 2023 в Астане,Астана,полный день,Полная занятость,Настройка ПК;Пользователь ПК;Настройка ПО;Настройка сетевых подключений;Работа с оргтехникой;,https://almaty.hh.kz/vacancy/80925232,,IT
Копирайтер / автор студенческих работ,55,от 500 до 1 000 EUR до вычета налогов,ТОО Akademische Unterstützung GmbH,Вакансия опубликована 2 мая 2023 в Астане,Алматы,удаленная работа,Частичная занятость,Немецкий язык;понимание принципов написания академических работ;Немецкий — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79968125,,Журналистика
Бухгалтер/Помощник бухгалтера,18,от 200 000 до 250 000 KZT до вычета налогов,ИП БАУЕДИМОВА АЯУЛЫМ МЕРКЕНОВНА,Вакансия опубликована 17 мая 2023 в Астане,"Нур-Султан (Астана), проспект Мангилик Ел, 40/2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80546104,,Финансы
Администратор в боксерский клуб,8,от 70 000 до 300 000 KZT на руки,ИП Камзин,Вакансия опубликована 19 мая 2023 в Астане,"Астана, проспект Туран, 40/2",полный день,Частичная занятость,Пользователь ПК;входящие звонки;Навыки продаж;Умение работать в команде;исходящие звонки;Прием посетителей;Консультирование клиентов по телефону;Работа с клиентами;Навыки телефонных продаж;,https://almaty.hh.kz/vacancy/80725558,,
