Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Бухгалтерская фирма ""СОДЭЛЬ""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Аудит (финансы и бухгалтерский учет);,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2839914,Молодежная практика,Финансы
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП  ДОЛГУШИНА  ГАЛИНА  АЛЕКСАНДРОВНА,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2839923,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета по регулированию естественных монополий Министерства национальной экономики Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2841121,Молодежная практика,Юриспруденция
Экономист по бухгалтерскому учету и анализу хозяйственной деятельности,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета по регулированию естественных монополий Министерства национальной экономики Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Сбор и анализ информации;,https://enbek.kz/ru/vacancy/ekonomist-po-bukhgalterskomu-uchetu-i-analizu-khozyaistvennoi-deyatelnosti~2841122,Молодежная практика,Финансы
Кредитный агент,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""R-Finance""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Консультирование клиентов о продуктах, ценах, наличии или условии кредитования;",https://enbek.kz/ru/vacancy/kreditnyi-agent~2841416,Первое рабочее место,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"""Филиал Республиканской палаты частных судебных исполнителей в Северо-Казахстанской области-региональная палата частных судебных исполнителей Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2849543,Молодежная практика,Юриспруденция
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/inzhener-programmist~2849536,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2849537,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2849538,Молодежная практика,Менеджмент
Электрослесарь по обслуживанию и ремонту электротехнического оборудования,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Выполнение электромонтажных работ;,https://enbek.kz/ru/vacancy/elektroslesar-po-obsluzhivaniyu-i-remontu-elektrotekhnicheskogo-oborudovaniya~2840771,Молодежная практика,Сервисное обслуживание/производство
Инженер-электрик,Производство,от 103 500 тенге,CREATIV KZ,Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Анализ состояния и режима работы линий электропередачи;,https://enbek.kz/ru/vacancy/inzhener-elektrik~2847095,Молодежная практика,Сервисное обслуживание/производство
Электросварщик ручной сварки,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Электросварка на автоматических и полуавтоматических машинах;,https://enbek.kz/ru/vacancy/elektrosvarshchik-ruchnoi-svarki~2840772,Молодежная практика,Сервисное обслуживание/производство
Инженер на производстве,Производство,от 103 500 тенге,CREATIV KZ,Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Организационно-технические мероприятия и ведение записей;,https://enbek.kz/ru/vacancy/inzhener-na-proizvodstve~2847096,Молодежная практика,Сервисное обслуживание/производство
Техник по наладке и испытаниям,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проверка оборудования цеха на техническую точность;,https://enbek.kz/ru/vacancy/tekhnik-po-naladke-i-ispytaniyam~2840774,Молодежная практика,Сервисное обслуживание/производство
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2840776,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2840775,Молодежная практика,Юриспруденция
Инженер по комплектации оборудования,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/inzhener-po-komplektacii-oborudovaniya~2840773,Молодежная практика,Сервисное обслуживание/производство
Техник-технолог (общий профиль),Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проведение экспериментальных работ и исследований;,https://enbek.kz/ru/vacancy/tekhnik-tekhnolog-(obshchii-profil)~2840777,Молодежная практика,Сервисное обслуживание/производство
Лаборант-исследователь (в области биологии),Наука и консалтинг,от 103 500 тенге,"Северо-Казахстанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Фитосанитария"" Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Организация лабораторно-инструментальных исследований объектов среды обитания человека;,https://enbek.kz/ru/vacancy/laborant-issledovatel-(v-oblasti-biologii)~2848809,Первое рабочее место,Наука
Лаборант химического анализа,Наука и консалтинг,от 103 500 тенге,"Северо-Казахстанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Фитосанитария"" Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Определение соответствия процессов по переработке химсырья и производству химпродукции;,https://enbek.kz/ru/vacancy/laborant-khimicheskogo-analiza~2848811,Молодежная практика,Наука
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Северо-Казахстанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Фитосанитария"" Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~2848812,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства по защите и развитию конкуренции Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2848770,Первое рабочее место,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства по защите и развитию конкуренции Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2848760,Молодежная практика,Финансы
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Северо-Казахстанской области",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2848681,Молодежная практика,Журналистика
Культорганизатор,Культура и спорт,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Северо-Казахстанской области",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Наличие необходимых сценических данных и мастерства;,https://enbek.kz/ru/vacancy/kultorganizator~2848682,Молодежная практика,
Программист-аналитик,IT и телекоммуникации,от 103 500 тенге,"Корпоративный фонд ""Фонд ""Жас Отан"" по Северо-Казахстанской области",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/programmist-analitik~2848683,Молодежная практика,IT
Видеооператор,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Carat-Прогноз""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Контроль технического качества фонограммы и обеспечение звуковой сбалансированности;,https://enbek.kz/ru/vacancy/videooperator~2848638,Первое рабочее место,Журналистика
Монтажер вещания,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Carat-Прогноз""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Монтаж, озвучивание, синхронизация и согласование всех звуковых материалов;",https://enbek.kz/ru/vacancy/montazher-veshchaniya~2848639,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Carat-Прогноз""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2848642,Молодежная практика,Менеджмент
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Carat-Прогноз""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2848643,Молодежная практика,Журналистика
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Учебно-репетиторский центр ""Учазия""""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2848357,Первое рабочее место,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,Северо-Казахстанский филиал Товарищества с ограниченной ответственностью «U-FUTURE»,Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2847051,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата города Петропавловска""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2847060,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата города Петропавловска""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/finansist~2847059,Молодежная практика,Финансы
Системный администратор,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KANLY Security""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Техническая поддержка сетевого оборудования организации;,https://enbek.kz/ru/vacancy/sistemnyi-administrator~2847073,Первое рабочее место,IT
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета промышленной безопасности Министерства по чрезвычайным ситуациям Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2845457,Молодежная практика,Юриспруденция
Учитель изобразительного искусства,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Разработка эскизов рисунков;,https://enbek.kz/ru/vacancy/uchitel-izobrazitelnogo-iskusstva~2844954,Первое рабочее место,
Преподаватель ритмики и хореографии,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~2844955,Первое рабочее место,
PR-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,"Развитие культурной осведомленности, языковой компетентности;",https://enbek.kz/ru/vacancy/pr-menedzher~2844956,Первое рабочее место,Журналистика
Аналитик-маркетолог,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/analitik-marketolog~2844957,Первое рабочее место,Журналистика
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2844959,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2844960,Первое рабочее место,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Профессиональная игра на инструменте;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2844966,Молодежная практика,
Учитель физики,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-fiziki~2844968,Молодежная практика,
Учитель химии,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Обобщение опыта на уровне организации образования;,https://enbek.kz/ru/vacancy/uchitel-khimii~2844969,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2844970,Молодежная практика,
Преподаватель по подготовке к IELTS,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-po-podgotovke-k-ielts~2844971,Молодежная практика,
Преподаватель по физической культуре,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/prepodavatel-po-fizicheskoi-kulture~2844972,Молодежная практика,
Методист,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Решение профессиональных задач;,https://enbek.kz/ru/vacancy/metodist~2844973,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2844974,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2844975,Молодежная практика,
Детский психолог,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/detskii-psikholog~2844976,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2844977,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2844978,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2844979,Молодежная практика,
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"Петропавловский филиал товарищества с ограниченной ответственностью ""ФАРМАКОМ""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/assistent-farmacevta~2843956,Молодежная практика,Медицина
Рабочий по комплексному обслуживанию и ремонту зданий,Строительство и архитектура,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""BINA Invest"" в городе Петропавловск",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,рабочий;,https://enbek.kz/ru/vacancy/rabochii-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanii~2843877,Первое рабочее место,Строительство и архитектура
Рабочий по комплексному обслуживанию и ремонту зданий,Строительство и архитектура,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""BINA Invest"" в городе Петропавловск",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Ремонт зданий и сооружений;,https://enbek.kz/ru/vacancy/rabochii-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanii~2843883,Молодежная практика,Строительство и архитектура
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Образовательный центр Lightway""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2843976,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Образовательный центр Lightway""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2843981,Молодежная практика,
Арматурщик (строительно-монтажные и строительно-ремонтные работы),Строительство и архитектура,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""BINA Invest"" в городе Петропавловск",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/armaturshchik-(stroitelno-montazhnye-i-stroitelno-remontnye-raboty)~2843884,Молодежная практика,Строительство и архитектура
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Smart City NK""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2843809,Первое рабочее место,Менеджмент
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Smart City NK""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2842685,Молодежная практика,Менеджмент
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Достык 2015""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2841190,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Достык 2015""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2841191,Молодежная практика,
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Достык 2015""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Чтение детям книг или рассказывание историй;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~2841456,Первое рабочее место,
Инструктор по физической культуре,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Достык 2015""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/instruktor-po-fizicheskoi-kulture~2841457,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Достык 2015""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2841458,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KANLY Security""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2833513,Молодежная практика,Юриспруденция
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Молодежное общественное объединение ""Молодёжь за здоровый образ жизни""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2839049,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Прокуратура Северо-Казахстанской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2838721,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Северо-Казахстанский филиал Товарищества с ограниченной ответственностью «U-FUTURE»,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter~2836465,Первое рабочее место,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр занятости населения акимата города Петропавловска Северо-Казахстанской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2836578,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр занятости населения акимата города Петропавловска Северо-Казахстанской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2836582,Первое рабочее место,Юриспруденция
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,АЙ-БӨБЕК,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2835675,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Петропавловска Департамента полиции Северо-Казахстанской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2833828,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Петропавловска Департамента полиции Северо-Казахстанской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2833829,Молодежная практика,Финансы
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Северо-Казахстанский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2830216,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Акционерное общество ""Социально-предпринимательская корпорация ""Солтүстік""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2830121,Молодежная практика,Юриспруденция
Инвестиционный служащий,Финансы и бухучет,от 103 500 тенге,"Акционерное общество ""Социально-предпринимательская корпорация ""Солтүстік""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Оформление договоров;,https://enbek.kz/ru/vacancy/investicionnyi-sluzhashchii~2830122,Молодежная практика,Финансы
Главный финансовый менеджер,Финансы и бухучет,от 103 500 тенге,"Акционерное общество ""Социально-предпринимательская корпорация ""Солтүстік""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/glavnyi-finansovyi-menedzher~2830124,Молодежная практика,Финансы
